epoch,train_loss,val_loss,learning_rate,masked_channel_index
1,0.6189322741006192,0.44018511509895325,0.0001,12
2,0.4126610927734511,0.39240581941604613,0.0001,12
3,0.3428831589391647,0.31602944135665895,0.0001,12
4,0.30179600422916886,0.2827484369277954,0.0001,12
5,0.2717579253203504,0.2764306937456131,0.0001,12
6,0.24760511687217657,0.25503319430351257,0.0001,12
7,0.22913400680357027,0.2317981300354004,0.0001,12
8,0.21512283549189992,0.2588482732772827,0.0001,12
9,0.2030966330677589,0.22446314334869386,0.0001,12
10,0.1911784583351366,0.2190099034309387,0.0001,12
11,0.18260578800562863,0.21078227090835572,0.0001,12
12,0.17398557135855175,0.22584614980220794,0.0001,12
13,0.16459973326145116,0.19883533883094787,0.0001,12
14,0.15744085800817428,0.18832634007930757,0.0001,12
15,0.15208797443167596,0.20501942682266236,0.0001,12
16,0.14583973305505366,0.20604081869125365,0.0001,12
17,0.1405548909380767,0.1870268039703369,0.0001,12
18,0.13578327755805011,0.19390199756622314,0.0001,12
19,0.12978711668600815,0.19187765645980834,0.0001,12
20,0.12638130314727694,0.18644459867477417,0.0001,12
21,0.1220478696808272,0.1807825092077255,0.0001,12
22,0.11734535290571295,0.18217219376564026,0.0001,12
23,0.11342107448925752,0.1828806357383728,0.0001,12
24,0.11170928803309003,0.17087806630134583,0.0001,12
25,0.10743667906501539,0.1677040922641754,0.0001,12
26,0.10387356539531958,0.1694722237586975,0.0001,12
27,0.1012162183050159,0.17644597744941712,0.0001,12
28,0.09801376303425888,0.2014892761707306,0.0001,12
29,0.09669801926909817,0.1618288824558258,0.0001,12
30,0.0949805890379003,0.1697393424510956,0.0001,12
31,0.09210583967988602,0.16342004489898682,0.0001,12
32,0.0915106789497294,0.1782404807806015,0.0001,12
33,0.0901659475738892,0.15258087253570557,0.0001,12
34,0.08549481619719508,0.15319647550582885,0.0001,12
35,0.08377705395115652,0.16197674679756163,0.0001,12
36,0.08216561461894961,0.16539458656311035,0.0001,12
37,0.07926453252279886,0.15994820010662078,0.0001,12
38,0.07799752645221045,0.15774138116836547,0.0001,12
39,0.0762996465444989,0.18232681095600128,0.0001,12
40,0.07624913561174454,0.20509893012046815,0.0001,12
41,0.07504263416834149,0.1643490002155304,0.0001,12
42,0.07438687574502836,0.19953239154815675,0.0001,12
43,0.07194147471113137,0.16784474062919616,0.0001,12
